id,condition,sound,gender,age,education,high_school,attribute,score,new
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_poor,3,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_feminine,1,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_unfriendly,1,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_introverted,3,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_clever,5,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_unfaithful,3,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_indifferent,1,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_natural,4,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,stim_passionate,1,stim
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_tall,3,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_gay,5,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_ugly,1,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_poor,3,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_feminine,3,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_unfriendly,1,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_introverted,3,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_clever,3,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_unfaithful,1,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_indifferent,1,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_natural,4,self
R_ac6w4VOgJ9mvTMx,city,Up,male,18,12,SOB,self_passionate,4,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_tall,2,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_gay,2,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_ugly,2,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_poor,3,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_feminine,4,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_unfriendly,2,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_introverted,4,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_clever,4,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_unfaithful,3,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_indifferent,2,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_natural,4,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,stim_passionate,4,stim
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_tall,4,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_gay,1,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_ugly,3,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_poor,2,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_feminine,2,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_unfriendly,2,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_introverted,2,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_clever,4,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_unfaithful,2,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_indifferent,2,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_natural,5,self
R_ag9UgGtHM3szpNr,sex,Down,male,40,18,,self_passionate,4,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_tall,3,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_gay,3,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_ugly,3,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_poor,3,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_feminine,3,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_unfriendly,2,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_introverted,5,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_clever,4,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_unfaithful,1,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_indifferent,2,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_natural,2,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,stim_passionate,2,stim
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_tall,2,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_gay,2,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_ugly,3,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_poor,2,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_feminine,1,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_unfriendly,4,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_introverted,3,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_clever,5,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_unfaithful,1,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_indifferent,3,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_natural,4,self
R_ahk6GHEjV9XQ01T,sex,Down,male,38,19,Szolnok,self_passionate,2,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_tall,2,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_gay,2,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_ugly,3,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_poor,3,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_feminine,2,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_unfriendly,2,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_introverted,4,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_clever,3,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_unfaithful,2,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_indifferent,2,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_natural,1,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,stim_passionate,1,stim
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_tall,5,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_gay,1,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_ugly,4,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_poor,3,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_feminine,2,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_unfriendly,2,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_introverted,3,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_clever,3,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_unfaithful,1,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_indifferent,1,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_natural,3,self
R_b10kvYCoBOPPLIF,sex,Down,male,25,18,,self_passionate,2,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_tall,2,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_gay,3,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_ugly,3,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_poor,3,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_feminine,3,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_unfriendly,3,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_introverted,4,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_clever,4,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_unfaithful,1,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_indifferent,1,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_natural,2,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,stim_passionate,1,stim
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_tall,1,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_gay,2,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_ugly,2,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_poor,3,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_feminine,2,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_unfriendly,2,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_introverted,3,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_clever,4,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_unfaithful,3,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_indifferent,2,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_natural,4,self
R_b1TgUSQzngY74Cp,city,Up,male,19,13,Szeged,self_passionate,2,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_tall,4,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_gay,2,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_ugly,3,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_poor,3,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_feminine,1,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_unfriendly,2,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_introverted,3,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_clever,3,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_unfaithful,3,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_indifferent,2,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_natural,2,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,stim_passionate,2,stim
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_tall,5,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_gay,2,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_ugly,2,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_poor,4,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_feminine,2,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_unfriendly,2,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_introverted,2,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_clever,4,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_unfaithful,1,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_indifferent,4,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_natural,4,self
R_b2wPyAfYbn1BKHX,city,Up,male,NA,20,Czuczor Gergely Bences Gimnazium,self_passionate,3,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_tall,4,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_gay,1,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_ugly,1,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_poor,2,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_feminine,1,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_unfriendly,2,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_introverted,3,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_clever,3,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_unfaithful,4,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_indifferent,4,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_natural,2,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,stim_passionate,4,stim
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_tall,5,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_gay,1,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_ugly,3,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_poor,4,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_feminine,2,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_unfriendly,4,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_introverted,3,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_clever,4,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_unfaithful,2,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_indifferent,2,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_natural,3,self
R_b45BGTdYns7p2hn,sex,Up,male,32,15,,self_passionate,3,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_tall,4,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_gay,4,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_ugly,3,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_poor,3,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_feminine,4,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_unfriendly,2,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_introverted,4,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_clever,5,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_unfaithful,2,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_indifferent,2,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_natural,4,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,stim_passionate,3,stim
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_tall,4,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_gay,1,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_ugly,2,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_poor,3,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_feminine,2,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_unfriendly,1,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_introverted,4,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_clever,3,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_unfaithful,2,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_indifferent,2,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_natural,4,self
R_b4woXA8YUOvE2Md,city,Up,male,22,15,Budapest,self_passionate,2,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_tall,4,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_gay,2,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_ugly,2,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_poor,3,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_feminine,2,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_unfriendly,2,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_introverted,2,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_clever,4,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_unfaithful,3,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_indifferent,2,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_natural,4,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,stim_passionate,2,stim
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_tall,2,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_gay,1,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_ugly,2,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_poor,4,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_feminine,2,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_unfriendly,3,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_introverted,5,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_clever,2,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_unfaithful,4,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_indifferent,3,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_natural,3,self
R_b7z3Ujls5HKPJCl,city,Down,male,27,20,Budapest,self_passionate,3,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_tall,3,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_gay,1,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_ugly,3,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_poor,3,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_feminine,2,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_unfriendly,3,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_introverted,3,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_clever,3,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_unfaithful,3,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_indifferent,2,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_natural,2,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,stim_passionate,2,stim
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_tall,2,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_gay,3,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_ugly,2,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_poor,3,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_feminine,1,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_unfriendly,2,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_introverted,2,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_clever,4,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_unfaithful,1,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_indifferent,3,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_natural,5,self
R_bHPBXp2lJS0Oryd,city,Down,male,18,12,Budapest,self_passionate,3,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_tall,2,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_gay,2,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_ugly,1,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_poor,3,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_feminine,2,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_unfriendly,4,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_introverted,1,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_clever,4,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_unfaithful,5,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_indifferent,4,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_natural,2,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,stim_passionate,5,stim
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_tall,4,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_gay,1,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_ugly,2,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_poor,3,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_feminine,2,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_unfriendly,2,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_introverted,2,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_clever,4,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_unfaithful,1,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_indifferent,1,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_natural,4,self
R_bHrF00dF3idVvUh,sex,Up,male,37,17,Budapest,self_passionate,4,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_tall,4,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_gay,3,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_ugly,3,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_poor,3,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_feminine,4,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_unfriendly,3,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_introverted,4,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_clever,4,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_unfaithful,3,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_indifferent,1,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_natural,2,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,stim_passionate,3,stim
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_tall,4,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_gay,1,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_ugly,3,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_poor,5,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_feminine,2,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_unfriendly,2,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_introverted,3,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_clever,4,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_unfaithful,2,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_indifferent,3,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_natural,3,self
R_bI425gUssDn1vWl,sex,Down,male,29,18,Szent Jozsef Gimnazium,self_passionate,4,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_tall,3,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_gay,2,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_ugly,2,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_poor,3,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_feminine,2,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_unfriendly,3,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_introverted,4,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_clever,5,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_unfaithful,1,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_indifferent,1,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_natural,2,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,stim_passionate,1,stim
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_tall,1,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_gay,1,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_ugly,3,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_poor,3,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_feminine,3,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_unfriendly,4,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_introverted,4,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_clever,4,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_unfaithful,2,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_indifferent,4,self
R_bNniOgVj05BDYGh,sex,Up,male,24,,,self_natural,3,self
